ano,mes,data,regiao,uf,cidade,cargo,senioridade,tecnologia,modalidade,salario_medio,quantidade_vagas,empresa_setor,nivel_demanda
2016,7,2016-07-01,Nordeste,BA,Feira de Santana,DevOps,Pleno,AWS,Presencial,17645.55,32,Educação,Médio
2016,7,2016-07-01,Nordeste,PE,Recife,Cientista de Dados,Sênior,Java,Remoto,5176.14,44,Governo,Médio
2016,7,2016-07-01,Nordeste,PE,Jaboatão dos Guararapes,Dev Frontend,Júnior,Java,Presencial,3845.13,34,Saúde,Alto
2016,7,2016-07-01,Nordeste,CE,Fortaleza,DevOps,Sênior,Java,Remoto,9525.37,41,Educação,Crítico
2016,7,2016-07-01,Nordeste,CE,Juazeiro do Norte,Dev Backend,Júnior,SQL,Híbrido,5612.22,46,Saúde,Baixo
2016,7,2016-07-01,Nordeste,MA,São Luís,Dev Backend,Júnior,Python,Híbrido,4935.85,39,Fintech,Crítico
2016,7,2016-07-01,Nordeste,PB,João Pessoa,Dev Frontend,Júnior,SQL,Presencial,16421.76,35,Varejo,Alto
2016,7,2016-07-01,Centro-Oeste,DF,Brasília,DevOps,Júnior,Java,Remoto,10674.13,33,Fintech,Baixo
2016,7,2016-07-01,Centro-Oeste,GO,Goiânia,Dev Frontend,Júnior,SQL,Presencial,10135.96,45,Varejo,Alto
2016,7,2016-07-01,Centro-Oeste,GO,Aparecida de Goiânia,Dev Frontend,Pleno,Power BI,Híbrido,14262.27,30,Varejo,Crítico
2016,7,2016-07-01,Centro-Oeste,MT,Cuiabá,Cientista de Dados,Júnior,Python,Remoto,8798.04,36,Fintech,Médio
2016,7,2016-07-01,Centro-Oeste,MS,Campo Grande,Dev Frontend,Júnior,Power BI,Remoto,15894.26,42,Fintech,Baixo
2016,7,2016-07-01,Sudeste,SP,São Paulo,Dev Backend,Pleno,Power BI,Híbrido,12651.73,39,Fintech,Crítico
2016,7,2016-07-01,Sudeste,SP,Campinas,Dev Frontend,Júnior,SQL,Híbrido,11060.42,38,Varejo,Alto
2016,7,2016-07-01,Sudeste,SP,Ribeirão Preto,Dev Backend,Pleno,Python,Remoto,3627.61,37,Fintech,Médio
2016,7,2016-07-01,Sudeste,RJ,Rio de Janeiro,DevOps,Sênior,SQL,Presencial,6985.88,45,Saúde,Médio
2016,7,2016-07-01,Sudeste,RJ,Niterói,Analista de Dados,Pleno,Python,Presencial,14139.04,49,Fintech,Crítico
2016,7,2016-07-01,Sudeste,RJ,Nova Iguaçu,Dev Frontend,Pleno,JavaScript,Remoto,10949.9,48,Governo,Baixo
2016,7,2016-07-01,Sudeste,RJ,Petrópolis,DevOps,Pleno,Python,Remoto,5410.28,42,Educação,Crítico
2016,7,2016-07-01,Sudeste,MG,Belo Horizonte,Cientista de Dados,Pleno,JavaScript,Presencial,15478.39,47,Educação,Crítico
2016,7,2016-07-01,Sudeste,MG,Uberlândia,DevOps,Júnior,Power BI,Híbrido,3460.66,45,Saúde,Alto
2016,7,2016-07-01,Sudeste,MG,Juiz de Fora,Dev Backend,Pleno,AWS,Presencial,13688.94,37,Governo,Alto
2016,7,2016-07-01,Sudeste,ES,Vitória,Dev Backend,Júnior,Python,Híbrido,17560.57,35,Varejo,Médio
2016,7,2016-07-01,Sudeste,ES,Vila Velha,Dev Frontend,Júnior,Power BI,Remoto,15440.22,53,Saúde,Crítico
2016,7,2016-07-01,Sudeste,ES,Serra,Dev Backend,Júnior,SQL,Remoto,9308.13,37,Governo,Baixo
2016,7,2016-07-01,Sul,PR,Curitiba,Analista de Dados,Pleno,Java,Híbrido,3318.55,39,Educação,Alto
2016,7,2016-07-01,Sul,PR,Londrina,Analista de Dados,Pleno,Java,Remoto,9571.04,38,Saúde,Baixo
2016,7,2016-07-01,Sul,SC,Florianópolis,Cientista de Dados,Pleno,JavaScript,Remoto,3533.63,41,Saúde,Crítico
2016,7,2016-07-01,Sul,SC,Joinville,Dev Frontend,Pleno,AWS,Presencial,4068.85,53,Varejo,Alto
2016,7,2016-07-01,Sul,RS,Porto Alegre,Cientista de Dados,Sênior,Python,Híbrido,13063.33,54,Educação,Baixo
2016,7,2016-07-01,Sul,RS,Caxias do Sul,DevOps,Sênior,Python,Híbrido,5975.57,52,Varejo,Baixo
2016,8,2016-08-01,Norte,AM,Manaus,DevOps,Pleno,SQL,Remoto,8366.07,38,Educação,Baixo
2016,8,2016-08-01,Norte,PA,Belém,DevOps,Sênior,Java,Presencial,16222.77,36,Governo,Crítico
2016,8,2016-08-01,Norte,PA,Santarém,DevOps,Sênior,Python,Presencial,4479.78,48,Fintech,Médio
2016,8,2016-08-01,Norte,RO,Porto Velho,DevOps,Júnior,AWS,Remoto,12298.37,29,Educação,Médio
2016,8,2016-08-01,Norte,TO,Palmas,DevOps,Sênior,SQL,Presencial,10243.17,42,Governo,Alto
2016,8,2016-08-01,Nordeste,BA,Salvador,Analista de Dados,Pleno,Power BI,Híbrido,14747.06,48,Saúde,Médio
2016,8,2016-08-01,Nordeste,BA,Feira de Santana,Cientista de Dados,Sênior,SQL,Remoto,14426.47,31,Governo,Crítico
2016,8,2016-08-01,Nordeste,PE,Recife,Cientista de Dados,Júnior,AWS,Remoto,5298.2,35,Fintech,Crítico
2016,8,2016-08-01,Nordeste,PE,Jaboatão dos Guararapes,Dev Backend,Sênior,Java,Remoto,17908.72,29,Saúde,Baixo
2016,8,2016-08-01,Nordeste,CE,Fortaleza,Analista de Dados,Júnior,Python,Presencial,6997.23,45,Fintech,Médio
2016,8,2016-08-01,Nordeste,CE,Juazeiro do Norte,Dev Backend,Pleno,Power BI,Híbrido,16867.16,31,Governo,Crítico
2016,8,2016-08-01,Nordeste,MA,São Luís,Dev Frontend,Pleno,SQL,Remoto,3832.66,40,Fintech,Alto
2016,8,2016-08-01,Nordeste,PB,João Pessoa,Cientista de Dados,Sênior,Power BI,Presencial,9705.35,35,Fintech,Médio
2016,8,2016-08-01,Centro-Oeste,DF,Brasília,Cientista de Dados,Pleno,Power BI,Presencial,7412.56,42,Governo,Médio
2016,8,2016-08-01,Centro-Oeste,GO,Goiânia,Analista de Dados,Júnior,SQL,Remoto,3997.3,32,Fintech,Médio
2016,8,2016-08-01,Centro-Oeste,GO,Aparecida de Goiânia,Analista de Dados,Sênior,JavaScript,Presencial,5143.37,46,Saúde,Alto
2016,8,2016-08-01,Centro-Oeste,MT,Cuiabá,Analista de Dados,Pleno,Java,Remoto,17198.94,30,Saúde,Crítico
2016,8,2016-08-01,Centro-Oeste,MS,Campo Grande,DevOps,Pleno,Java,Híbrido,9346.38,34,Varejo,Médio
2016,8,2016-08-01,Sudeste,SP,São Paulo,Analista de Dados,Pleno,Power BI,Híbrido,17366.88,39,Saúde,Médio
2016,8,2016-08-01,Sudeste,SP,Campinas,Dev Frontend,Júnior,Power BI,Presencial,14880.6,42,Educação,Alto
2016,8,2016-08-01,Sudeste,SP,Ribeirão Preto,Dev Frontend,Sênior,AWS,Presencial,8632.69,34,Educação,Baixo
2016,8,2016-08-01,Sudeste,RJ,Rio de Janeiro,DevOps,Júnior,AWS,Remoto,3505.91,46,Educação,Médio
2016,8,2016-08-01,Sudeste,RJ,Niterói,Analista de Dados,Júnior,Java,Híbrido,7172.46,42,Varejo,Médio
2016,8,2016-08-01,Sudeste,RJ,Nova Iguaçu,Cientista de Dados,Júnior,Python,Presencial,8475.32,45,Varejo,Médio
2016,8,2016-08-01,Sudeste,RJ,Petrópolis,Dev Backend,Júnior,JavaScript,Remoto,8618.78,44,Governo,Crítico
2016,8,2016-08-01,Sudeste,MG,Belo Horizonte,Analista de Dados,Júnior,Java,Remoto,17746.53,47,Varejo,Alto
2016,8,2016-08-01,Sudeste,MG,Uberlândia,Cientista de Dados,Júnior,SQL,Remoto,16963.32,52,Varejo,Baixo
2016,8,2016-08-01,Sudeste,MG,Juiz de Fora,DevOps,Sênior,Power BI,Presencial,8553.86,31,Saúde,Médio
2016,8,2016-08-01,Sudeste,ES,Vitória,Dev Backend,Júnior,SQL,Remoto,5681.34,46,Varejo,Baixo
2016,8,2016-08-01,Sudeste,ES,Vila Velha,Dev Backend,Pleno,Java,Remoto,14031.53,35,Saúde,Crítico
2016,8,2016-08-01,Sudeste,ES,Serra,Cientista de Dados,Júnior,Power BI,Híbrido,9941.14,34,Fintech,Médio
2016,8,2016-08-01,Sul,PR,Curitiba,Dev Backend,Pleno,AWS,Híbrido,12607.01,39,Saúde,Baixo
2016,8,2016-08-01,Sul,PR,Londrina,Dev Backend,Pleno,Power BI,Presencial,17907.35,40,Governo,Crítico
2016,8,2016-08-01,Sul,SC,Florianópolis,DevOps,Sênior,Java,Remoto,7284.42,41,Educação,Alto
2016,8,2016-08-01,Sul,SC,Joinville,Analista de Dados,Júnior,AWS,Híbrido,4158.1,38,Fintech,Médio
2016,8,2016-08-01,Sul,RS,Porto Alegre,Dev Frontend,Pleno,Java,Remoto,7994.66,39,Saúde,Crítico
2016,8,2016-08-01,Sul,RS,Caxias do Sul,Analista de Dados,Pleno,Python,Híbrido,12953.78,42,Governo,Alto
2016,9,2016-09-01,Norte,AM,Manaus,Analista de Dados,Júnior,Power BI,Híbrido,15614.52,48,Varejo,Alto
2016,9,2016-09-01,Norte,PA,Belém,Dev Frontend,Pleno,JavaScript,Presencial,11128.54,32,Saúde,Médio
2016,9,2016-09-01,Norte,PA,Santarém,Analista de Dados,Júnior,SQL,Híbrido,14885.33,23,Varejo,Baixo
2016,9,2016-09-01,Norte,RO,Porto Velho,Dev Frontend,Pleno,JavaScript,Presencial,14010.74,43,Saúde,Alto
2016,9,2016-09-01,Norte,TO,Palmas,Dev Frontend,Júnior,AWS,Presencial,3208.58,35,Governo,Alto
2016,9,2016-09-01,Nordeste,BA,Salvador,Dev Frontend,Pleno,Java,Híbrido,17047.98,33,Fintech,Baixo
2016,9,2016-09-01,Nordeste,BA,Feira de Santana,Dev Backend,Pleno,SQL,Híbrido,14398.3,36,Fintech,Alto
2016,9,2016-09-01,Nordeste,PE,Recife,Cientista de Dados,Júnior,Power BI,Remoto,17228.15,30,Educação,Crítico
2016,9,2016-09-01,Nordeste,PE,Jaboatão dos Guararapes,Analista de Dados,Pleno,JavaScript,Remoto,15702.54,42,Governo,Baixo
2016,9,2016-09-01,Nordeste,CE,Fortaleza,Dev Frontend,Júnior,JavaScript,Presencial,13366.03,34,Educação,Baixo
2016,9,2016-09-01,Nordeste,CE,Juazeiro do Norte,Analista de Dados,Júnior,Python,Remoto,10073.71,31,Fintech,Médio
2016,9,2016-09-01,Nordeste,MA,São Luís,Analista de Dados,Júnior,JavaScript,Presencial,5766.43,31,Governo,Baixo
2016,9,2016-09-01,Nordeste,PB,João Pessoa,Dev Backend,Sênior,Java,Presencial,6098.35,25,Varejo,Baixo
2016,9,2016-09-01,Centro-Oeste,DF,Brasília,Dev Frontend,Sênior,Power BI,Híbrido,13488.47,41,Varejo,Médio
2016,9,2016-09-01,Centro-Oeste,GO,Goiânia,Cientista de Dados,Júnior,Python,Híbrido,14508.96,30,Saúde,Alto
2016,9,2016-09-01,Centro-Oeste,GO,Aparecida de Goiânia,Dev Backend,Júnior,AWS,Remoto,9802.43,45,Educação,Alto
2016,9,2016-09-01,Centro-Oeste,MT,Cuiabá,Analista de Dados,Júnior,Java,Híbrido,5712.76,40,Governo,Baixo
2016,9,2016-09-01,Centro-Oeste,MS,Campo Grande,DevOps,Júnior,JavaScript,Remoto,17404.78,38,Fintech,Baixo
2016,9,2016-09-01,Sudeste,SP,São Paulo,Dev Backend,Pleno,SQL,Remoto,15022.56,38,Educação,Baixo
2016,9,2016-09-01,Sudeste,SP,Campinas,Cientista de Dados,Júnior,Power BI,Remoto,4627.23,41,Saúde,Alto
2016,9,2016-09-01,Sudeste,SP,Ribeirão Preto,Analista de Dados,Júnior,AWS,Remoto,5655.19,47,Saúde,Baixo
2016,9,2016-09-01,Sudeste,RJ,Rio de Janeiro,Dev Backend,Júnior,Power BI,Híbrido,10537.4,48,Varejo,Médio
2016,9,2016-09-01,Sudeste,RJ,Niterói,Dev Frontend,Júnior,Python,Híbrido,3502.35,43,Saúde,Médio
2016,9,2016-09-01,Sudeste,RJ,Nova Iguaçu,Cientista de Dados,Júnior,Power BI,Presencial,9853.37,50,Governo,Alto
2016,9,2016-09-01,Sudeste,RJ,Petrópolis,Dev Frontend,Júnior,AWS,Híbrido,16645.87,38,Fintech,Crítico
2016,9,2016-09-01,Sudeste,MG,Belo Horizonte,Analista de Dados,Sênior,Power BI,Presencial,11556.43,44,Saúde,Médio
2016,9,2016-09-01,Sudeste,MG,Uberlândia,Dev Frontend,Sênior,AWS,Remoto,10772.18,42,Saúde,Médio
2016,9,2016-09-01,Sudeste,MG,Juiz de Fora,Cientista de Dados,Pleno,JavaScript,Híbrido,16869.23,50,Fintech,Baixo
2016,9,2016-09-01,Sudeste,ES,Vitória,Dev Frontend,Pleno,Power BI,Híbrido,15630.33,47,Fintech,Alto
2016,9,2016-09-01,Sudeste,ES,Vila Velha,Analista de Dados,Pleno,Power BI,Remoto,17690.05,36,Varejo,Baixo
2016,9,2016-09-01,Sudeste,ES,Serra,Cientista de Dados,Sênior,Python,Presencial,5869.5,38,Governo,Alto
2016,9,2016-09-01,Sul,PR,Curitiba,Dev Frontend,Júnior,Power BI,Híbrido,4493.31,56,Fintech,Crítico
2016,9,2016-09-01,Sul,PR,Londrina,DevOps,Júnior,SQL,Híbrido,12700.0,45,Governo,Baixo
2016,9,2016-09-01,Sul,SC,Florianópolis,Dev Backend,Pleno,Java,Híbrido,17316.08,40,Saúde,Crítico
2016,9,2016-09-01,Sul,SC,Joinville,Dev Frontend,Júnior,AWS,Híbrido,3692.55,34,Varejo,Alto
2016,9,2016-09-01,Sul,RS,Porto Alegre,Dev Backend,Sênior,Power BI,Presencial,5970.91,53,Governo,Médio
2016,9,2016-09-01,Sul,RS,Caxias do Sul,Dev Backend,Pleno,Power BI,Remoto,15100.61,44,Fintech,Alto
2016,10,2016-10-01,Norte,AM,Manaus,Dev Backend,Pleno,Power BI,Híbrido,17611.25,47,Saúde,Médio
2016,10,2016-10-01,Norte,PA,Belém,Dev Frontend,Pleno,Java,Híbrido,8621.71,43,Saúde,Baixo
2016,10,2016-10-01,Norte,PA,Santarém,DevOps,Pleno,Java,Remoto,8379.28,41,Fintech,Crítico
2016,10,2016-10-01,Norte,RO,Porto Velho,Dev Backend,Júnior,AWS,Presencial,8251.28,45,Governo,Baixo
2016,10,2016-10-01,Norte,TO,Palmas,Dev Frontend,Pleno,Java,Híbrido,10390.37,31,Educação,Crítico
2016,10,2016-10-01,Nordeste,BA,Salvador,DevOps,Sênior,Python,Remoto,9494.18,37,Governo,Baixo
2016,10,2016-10-01,Nordeste,BA,Feira de Santana,Analista de Dados,Sênior,Java,Híbrido,15958.72,44,Fintech,Crítico
2016,10,2016-10-01,Nordeste,PE,Recife,Dev Frontend,Pleno,SQL,Híbrido,16239.18,47,Saúde,Alto
2016,10,2016-10-01,Nordeste,PE,Jaboatão dos Guararapes,Dev Backend,Sênior,Python,Híbrido,7329.65,35,Fintech,Baixo
2016,10,2016-10-01,Nordeste,CE,Fortaleza,DevOps,Júnior,Java,Presencial,4439.1,44,Educação,Crítico
2016,10,2016-10-01,Nordeste,CE,Juazeiro do Norte,Cientista de Dados,Júnior,SQL,Presencial,13708.64,42,Fintech,Crítico
2016,10,2016-10-01,Nordeste,MA,São Luís,Cientista de Dados,Sênior,JavaScript,Presencial,14686.75,34,Varejo,Baixo
2016,10,2016-10-01,Nordeste,PB,João Pessoa,Cientista de Dados,Júnior,JavaScript,Remoto,10154.6,43,Fintech,Baixo
2016,10,2016-10-01,Centro-Oeste,DF,Brasília,Dev Frontend,Sênior,Java,Remoto,15519.96,40,Saúde,Alto
2016,10,2016-10-01,Centro-Oeste,GO,Goiânia,Dev Backend,Sênior,Power BI,Híbrido,17417.8,40,Educação,Médio
2016,10,2016-10-01,Centro-Oeste,GO,Aparecida de Goiânia,DevOps,Pleno,Java,Presencial,5627.31,40,Varejo,Baixo
2016,10,2016-10-01,Centro-Oeste,MT,Cuiabá,Dev Backend,Júnior,Python,Remoto,6484.16,49,Governo,Alto
2016,10,2016-10-01,Centro-Oeste,MS,Campo Grande,DevOps,Sênior,Java,Presencial,17837.81,39,Educação,Crítico
2016,10,2016-10-01,Sudeste,SP,São Paulo,Dev Backend,Júnior,JavaScript,Remoto,14781.6,34,Governo,Médio
2016,10,2016-10-01,Sudeste,SP,Campinas,DevOps,Pleno,Python,Presencial,9067.4,33,Saúde,Baixo
2016,10,2016-10-01,Sudeste,SP,Ribeirão Preto,Cientista de Dados,Sênior,SQL,Híbrido,10006.34,41,Saúde,Alto
2016,10,2016-10-01,Sudeste,RJ,Rio de Janeiro,Dev Frontend,Pleno,Power BI,Presencial,15444.05,34,Educação,Médio
2016,10,2016-10-01,Sudeste,RJ,Niterói,Analista de Dados,Sênior,Python,Híbrido,11879.06,47,Saúde,Alto
2016,10,2016-10-01,Sudeste,RJ,Nova Iguaçu,Dev Backend,Sênior,JavaScript,Remoto,4332.47,39,Educação,Alto
2016,10,2016-10-01,Sudeste,RJ,Petrópolis,Dev Frontend,Júnior,Power BI,Presencial,6993.26,40,Varejo,Crítico
2016,10,2016-10-01,Sudeste,MG,Belo Horizonte,DevOps,Sênior,SQL,Remoto,11663.29,42,Varejo,Baixo
2016,10,2016-10-01,Sudeste,MG,Uberlândia,Analista de Dados,Sênior,SQL,Presencial,4465.73,41,Educação,Crítico
2016,10,2016-10-01,Sudeste,MG,Juiz de Fora,Cientista de Dados,Sênior,AWS,Remoto,6431.28,39,Governo,Médio
2016,10,2016-10-01,Sudeste,ES,Vitória,Dev Frontend,Pleno,Java,Presencial,12404.35,39,Governo,Crítico
2016,10,2016-10-01,Sudeste,ES,Vila Velha,Dev Frontend,Sênior,Java,Presencial,12033.89,48,Varejo,Baixo
2016,10,2016-10-01,Sudeste,ES,Serra,Cientista de Dados,Sênior,JavaScript,Presencial,3415.6,34,Varejo,Crítico
2016,10,2016-10-01,Sul,PR,Curitiba,Dev Frontend,Pleno,Python,Híbrido,14630.81,40,Governo,Alto
2016,10,2016-10-01,Sul,PR,Londrina,Cientista de Dados,Sênior,Python,Remoto,15687.93,40,Governo,Médio
2016,10,2016-10-01,Sul,SC,Florianópolis,Dev Backend,Sênior,SQL,Presencial,7393.05,35,Varejo,Alto
2016,10,2016-10-01,Sul,SC,Joinville,Dev Backend,Pleno,JavaScript,Remoto,3860.35,33,Saúde,Alto
2016,10,2016-10-01,Sul,RS,Porto Alegre,Analista de Dados,Sênior,Power BI,Híbrido,10013.64,36,Fintech,Médio
2016,10,2016-10-01,Sul,RS,Caxias do Sul,DevOps,Sênior,JavaScript,Híbrido,15367.94,48,Varejo,Baixo
2016,11,2016-11-01,Norte,AM,Manaus,Dev Frontend,Sênior,Java,Presencial,6960.58,40,Governo,Crítico
2016,11,2016-11-01,Norte,PA,Belém,Cientista de Dados,Júnior,JavaScript,Remoto,16221.0,40,Governo,Baixo
2016,11,2016-11-01,Norte,PA,Santarém,Analista de Dados,Júnior,Power BI,Híbrido,10111.18,41,Fintech,Crítico
2016,11,2016-11-01,Norte,RO,Porto Velho,Dev Backend,Pleno,JavaScript,Híbrido,15129.44,39,Fintech,Médio
2016,11,2016-11-01,Norte,TO,Palmas,Analista de Dados,Sênior,Java,Presencial,15179.41,43,Saúde,Crítico
2016,11,2016-11-01,Nordeste,BA,Salvador,DevOps,Sênior,Java,Presencial,11668.47,27,Saúde,Médio
2016,11,2016-11-01,Nordeste,BA,Feira de Santana,Dev Backend,Júnior,Python,Remoto,12838.44,50,Saúde,Alto
2016,11,2016-11-01,Nordeste,PE,Recife,Cientista de Dados,Pleno,Power BI,Remoto,4355.72,36,Saúde,Alto
2016,11,2016-11-01,Nordeste,PE,Jaboatão dos Guararapes,Cientista de Dados,Júnior,AWS,Híbrido,8463.97,33,Educação,Alto
2016,11,2016-11-01,Nordeste,CE,Fortaleza,Cientista de Dados,Pleno,Python,Presencial,10999.62,43,Saúde,Alto
2016,11,2016-11-01,Nordeste,CE,Juazeiro do Norte,Cientista de Dados,Júnior,SQL,Remoto,16858.27,44,Saúde,Alto
2016,11,2016-11-01,Nordeste,MA,São Luís,Dev Frontend,Pleno,AWS,Remoto,11640.07,59,Educação,Médio
2016,11,2016-11-01,Nordeste,PB,João Pessoa,Dev Backend,Júnior,Power BI,Remoto,5639.85,44,Educação,Crítico
2016,11,2016-11-01,Centro-Oeste,DF,Brasília,Cientista de Dados,Pleno,JavaScript,Remoto,11324.93,42,Saúde,Alto
2016,11,2016-11-01,Centro-Oeste,GO,Goiânia,Dev Frontend,Sênior,AWS,Híbrido,13118.26,48,Educação,Crítico
2016,11,2016-11-01,Centro-Oeste,GO,Aparecida de Goiânia,Dev Frontend,Pleno,SQL,Híbrido,12599.82,37,Varejo,Crítico
2016,11,2016-11-01,Centro-Oeste,MT,Cuiabá,Dev Backend,Sênior,SQL,Híbrido,10339.95,45,Governo,Baixo
2016,11,2016-11-01,Centro-Oeste,MS,Campo Grande,Dev Frontend,Sênior,Power BI,Remoto,4892.79,36,Governo,Crítico
2016,11,2016-11-01,Sudeste,SP,São Paulo,Analista de Dados,Sênior,AWS,Presencial,11616.66,42,Educação,Médio
2016,11,2016-11-01,Sudeste,SP,Campinas,Cientista de Dados,Pleno,Python,Híbrido,8237.7,44,Educação,Baixo
2016,11,2016-11-01,Sudeste,SP,Ribeirão Preto,Dev Backend,Sênior,JavaScript,Presencial,15538.33,49,Saúde,Baixo
2016,11,2016-11-01,Sudeste,RJ,Rio de Janeiro,Analista de Dados,Pleno,Python,Remoto,16692.95,34,Varejo,Médio
2016,11,2016-11-01,Sudeste,RJ,Niterói,Analista de Dados,Júnior,Python,Remoto,12217.11,46,Saúde,Médio
2016,11,2016-11-01,Sudeste,RJ,Nova Iguaçu,DevOps,Júnior,SQL,Remoto,9484.56,36,Varejo,Alto
2016,11,2016-11-01,Sudeste,RJ,Petrópolis,DevOps,Sênior,JavaScript,Híbrido,9591.88,32,Varejo,Baixo
2016,11,2016-11-01,Sudeste,MG,Belo Horizonte,DevOps,Pleno,Python,Híbrido,15100.85,45,Fintech,Baixo
2016,11,2016-11-01,Sudeste,MG,Uberlândia,DevOps,Sênior,AWS,Presencial,4437.78,30,Governo,Alto
2016,11,2016-11-01,Sudeste,MG,Juiz de Fora,Analista de Dados,Pleno,Power BI,Remoto,6219.63,45,Educação,Baixo
2016,11,2016-11-01,Sudeste,ES,Vitória,Analista de Dados,Júnior,Java,Remoto,15553.63,36,Saúde,Crítico
2016,11,2016-11-01,Sudeste,ES,Vila Velha,Dev Frontend,Pleno,SQL,Presencial,5101.56,45,Educação,Baixo
2016,11,2016-11-01,Sudeste,ES,Serra,Dev Backend,Pleno,Java,Híbrido,10454.07,50,Saúde,Baixo
2016,11,2016-11-01,Sul,PR,Curitiba,Cientista de Dados,Júnior,JavaScript,Presencial,4891.97,38,Saúde,Alto
2016,11,2016-11-01,Sul,PR,Londrina,Dev Backend,Júnior,SQL,Híbrido,7795.24,36,Varejo,Médio
2016,11,2016-11-01,Sul,SC,Florianópolis,Dev Frontend,Júnior,Java,Híbrido,12377.36,37,Educação,Médio
2016,11,2016-11-01,Sul,SC,Joinville,DevOps,Júnior,SQL,Híbrido,9237.53,35,Educação,Médio
2016,11,2016-11-01,Sul,RS,Porto Alegre,Cientista de Dados,Júnior,Java,Híbrido,14251.95,49,Governo,Médio
2016,11,2016-11-01,Sul,RS,Caxias do Sul,Analista de Dados,Júnior,SQL,Híbrido,14116.46,54,Governo,Alto
2016,12,2016-12-01,Norte,AM,Manaus,Dev Frontend,Júnior,Python,Remoto,10156.17,46,Saúde,Alto
2016,12,2016-12-01,Norte,PA,Belém,DevOps,Júnior,Python,Remoto,13411.62,37,Fintech,Médio
2016,12,2016-12-01,Norte,PA,Santarém,Dev Backend,Júnior,Java,Presencial,4008.99,51,Educação,Crítico
2016,12,2016-12-01,Norte,RO,Porto Velho,DevOps,Júnior,Python,Remoto,12906.0,31,Governo,Baixo
2016,12,2016-12-01,Norte,TO,Palmas,Cientista de Dados,Pleno,Python,Híbrido,15738.43,39,Fintech,Alto
2016,12,2016-12-01,Nordeste,BA,Salvador,Dev Backend,Sênior,Python,Presencial,14140.7,36,Fintech,Crítico
2016,12,2016-12-01,Nordeste,BA,Feira de Santana,Analista de Dados,Pleno,Java,Remoto,8138.87,47,Varejo,Alto
2016,12,2016-12-01,Nordeste,PE,Recife,Dev Backend,Pleno,JavaScript,Presencial,17344.35,36,Educação,Crítico
2016,12,2016-12-01,Nordeste,PE,Jaboatão dos Guararapes,Dev Backend,Sênior,Java,Presencial,10052.36,39,Varejo,Médio
2016,12,2016-12-01,Nordeste,CE,Fortaleza,DevOps,Júnior,Java,Remoto,14858.87,52,Educação,Crítico
2016,12,2016-12-01,Nordeste,CE,Juazeiro do Norte,Analista de Dados,Pleno,Python,Presencial,3199.76,43,Governo,Baixo
2016,12,2016-12-01,Nordeste,MA,São Luís,Dev Backend,Sênior,Power BI,Presencial,11685.55,39,Governo,Crítico
2016,12,2016-12-01,Nordeste,PB,João Pessoa,Analista de Dados,Pleno,AWS,Remoto,11163.82,39,Saúde,Alto
2016,12,2016-12-01,Centro-Oeste,DF,Brasília,Dev Backend,Júnior,Java,Presencial,17950.95,42,Fintech,Crítico
2016,12,2016-12-01,Centro-Oeste,GO,Goiânia,Dev Backend,Sênior,Java,Híbrido,8362.76,33,Fintech,Baixo
2016,12,2016-12-01,Centro-Oeste,GO,Aparecida de Goiânia,Dev Frontend,Pleno,Python,Híbrido,4846.49,25,Educação,Baixo
2016,12,2016-12-01,Centro-Oeste,MT,Cuiabá,DevOps,Sênior,JavaScript,Híbrido,14388.7,38,Governo,Alto
2016,12,2016-12-01,Centro-Oeste,MS,Campo Grande,Dev Frontend,Sênior,Python,Híbrido,14809.12,41,Governo,Baixo
2016,12,2016-12-01,Sudeste,SP,São Paulo,Dev Frontend,Sênior,Java,Presencial,8661.34,49,Educação,Baixo
2016,12,2016-12-01,Sudeste,SP,Campinas,Analista de Dados,Sênior,Power BI,Remoto,16530.67,40,Saúde,Baixo
2016,12,2016-12-01,Sudeste,SP,Ribeirão Preto,DevOps,Júnior,Java,Presencial,3199.58,34,Educação,Crítico
2016,12,2016-12-01,Sudeste,RJ,Rio de Janeiro,Cientista de Dados,Júnior,AWS,Híbrido,3242.16,38,Educação,Baixo
2016,12,2016-12-01,Sudeste,RJ,Niterói,Dev Backend,Júnior,SQL,Remoto,10727.42,41,Educação,Baixo
2016,12,2016-12-01,Sudeste,RJ,Nova Iguaçu,Analista de Dados,Sênior,Java,Presencial,4178.87,40,Varejo,Médio
2016,12,2016-12-01,Sudeste,RJ,Petrópolis,Dev Frontend,Sênior,Power BI,Presencial,11289.48,40,Saúde,Médio
2016,12,2016-12-01,Sudeste,MG,Belo Horizonte,Dev Backend,Pleno,SQL,Presencial,16956.16,30,Varejo,Baixo
2016,12,2016-12-01,Sudeste,MG,Uberlândia,Dev Frontend,Júnior,Python,Híbrido,13616.63,30,Varejo,Alto
2016,12,2016-12-01,Sudeste,MG,Juiz de Fora,Cientista de Dados,Júnior,Java,Híbrido,12887.82,50,Varejo,Médio
2016,12,2016-12-01,Sudeste,ES,Vitória,Analista de Dados,Sênior,Python,Remoto,11684.51,37,Governo,Baixo
2016,12,2016-12-01,Sudeste,ES,Vila Velha,Dev Frontend,Pleno,AWS,Remoto,13638.28,47,Saúde,Médio
2016,12,2016-12-01,Sudeste,ES,Serra,Dev Backend,Pleno,SQL,Presencial,15560.44,41,Fintech,Alto
2016,12,2016-12-01,Sul,PR,Curitiba,Dev Backend,Júnior,Python,Presencial,9003.18,46,Governo,Baixo
